path,nearest_neighbor_distance_mean,nearest_neighbor_distance_median,nearest_neighbor_distance_min,nearest_neighbor_distance_max,nearest_neighbor_distance_mean_1090percentile,nearest_neighbor_distance_median_1090percentile,nearest_neighbor_distance_min_1090percentile,nearest_neighbor_distance_max_1090percentile,relational_similarity,close_value_ratio_0.1,close_value_ratio_1090percentile_0.1,close_value_ratio_0.2,close_value_ratio_1090percentile_0.2,close_value_ratio_0.3,close_value_ratio_1090percentile_0.3,close_value_ratio_0.4,close_value_ratio_1090percentile_0.4,close_value_ratio_0.5,close_value_ratio_1090percentile_0.5,similarity_ratio,nearest_neighbor_accuracy,gmm_log_likelihood,detection_rate_xgb_mean,detection_rate_xgb_max,detection_rate_xgb_min,nearest_neighbors_aia_closest_True__match_error__hypertension,nearest_neighbors_aia_closest_True__match_error__heart_disease,nearest_neighbors_aia_closest_True__match_error__avg_glucose_level,nearest_neighbors_aia_closest_True__match_error__bmi,nearest_neighbors_aia_closest_True__match_error__stroke,nearest_neighbors_aia_closest_True__match_error__Income,nearest_neighbors_aia_closest_True__range_overlap__hypertension,nearest_neighbors_aia_closest_True__range_overlap__heart_disease,nearest_neighbors_aia_closest_True__range_overlap__avg_glucose_level,nearest_neighbors_aia_closest_True__range_overlap__bmi,nearest_neighbors_aia_closest_True__range_overlap__stroke,nearest_neighbors_aia_closest_True__range_overlap__Income,nearest_neighbors_aia_closest_True__guess_in_range__hypertension,nearest_neighbors_aia_closest_True__guess_in_range__heart_disease,nearest_neighbors_aia_closest_True__guess_in_range__avg_glucose_level,nearest_neighbors_aia_closest_True__guess_in_range__bmi,nearest_neighbors_aia_closest_True__guess_in_range__stroke,nearest_neighbors_aia_closest_True__guess_in_range__Income,nearest_neighbors_aia_closest_False__match_error__hypertension,nearest_neighbors_aia_closest_False__match_error__heart_disease,nearest_neighbors_aia_closest_False__match_error__avg_glucose_level,nearest_neighbors_aia_closest_False__match_error__bmi,nearest_neighbors_aia_closest_False__match_error__stroke,nearest_neighbors_aia_closest_False__match_error__Income,nearest_neighbors_aia_closest_False__range_overlap__hypertension,nearest_neighbors_aia_closest_False__range_overlap__heart_disease,nearest_neighbors_aia_closest_False__range_overlap__avg_glucose_level,nearest_neighbors_aia_closest_False__range_overlap__bmi,nearest_neighbors_aia_closest_False__range_overlap__stroke,nearest_neighbors_aia_closest_False__range_overlap__Income,nearest_neighbors_aia_closest_False__guess_in_range__hypertension,nearest_neighbors_aia_closest_False__guess_in_range__heart_disease,nearest_neighbors_aia_closest_False__guess_in_range__avg_glucose_level,nearest_neighbors_aia_closest_False__guess_in_range__bmi,nearest_neighbors_aia_closest_False__guess_in_range__stroke,nearest_neighbors_aia_closest_False__guess_in_range__Income,qid_ml_aia__match_error__hypertension,qid_ml_aia__match_error__heart_disease,qid_ml_aia__match_error__avg_glucose_level,qid_ml_aia__match_error__bmi,qid_ml_aia__match_error__stroke,qid_ml_aia__match_error__Income,qid_ml_aia__range_overlap__hypertension,qid_ml_aia__range_overlap__heart_disease,qid_ml_aia__range_overlap__avg_glucose_level,qid_ml_aia__range_overlap__bmi,qid_ml_aia__range_overlap__stroke,qid_ml_aia__range_overlap__Income,qid_ml_aia__guess_in_range__hypertension,qid_ml_aia__guess_in_range__heart_disease,qid_ml_aia__guess_in_range__avg_glucose_level,qid_ml_aia__guess_in_range__bmi,qid_ml_aia__guess_in_range__stroke,qid_ml_aia__guess_in_range__Income
../output/patients/privacy/Anonymized/0/1_2_0_1.json,0.4587533175945282,0.4645816385746002,0.2554951608181,0.4645816385746002,0.46458157896995544,0.4645816385746002,0.4645816385746002,0.4645816385746002,0.8,0.0,0.0,0.0,0.0,0.027874957679720123,0.0,0.027874957679720123,0.0,1.0,1.0,0.00018809013279163375,0.9999059549336042,-8.533909720710263,0.7647952883062601,0.7676261043032203,0.7612995155314904,0.9065568220291164,0.9526389045630667,110.94181506978174,6.542015573863065,0.9816800210660949,25476.192980476244,0.0,0.0,0.11292662154199648,0.582631824979202,0.0,0.6180357563686268,0.5,0.5,0.12406425158936162,0.6374374600308468,0.5,0.6996576759583192,0.9040364142497085,0.9522627242974834,41.46800045141624,6.164632283790361,0.9811533686942783,23143.866696761088,0.0,0.0,0.5275203894719774,0.6210976341518084,0.0,0.6331164530490129,0.5,0.5,0.5568220291163526,0.7119963886694504,0.5,0.7362976338261294,0.9069330022946996,0.9527517586427416,35.11651135561928,6.751617920226907,0.9817928751457698,26125.72695421515,0.0,0.0,0.6376874989151946,0.5849644196141462,0.0,0.5968747410705834,0.5,0.5,0.7484106383779107,0.6513561298574276,0.5,0.6789677613512395
../output/patients/privacy/Anonymized/0/1_3_2_4.json,0.40758803486824036,0.40758806467056274,0.40758806467056274,0.40758806467056274,0.40758803486824036,0.40758806467056274,0.40758806467056274,0.40758806467056274,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.00018809013279163375,0.9999059549336042,-4.836228797308326,0.7274057186282892,0.7320604160729552,0.72465089769165,0.8904563066621525,0.9330399127261784,40.1622883045556,6.427743294586797,0.9281119512470376,30402.54429522627,0.0,0.0,0.5988266667450802,0.6034517826161101,0.0,0.5502138808781363,0.5,0.5,0.6984162810818945,0.6796448858292894,0.5,0.6160704209457172,0.6599330399127262,0.8535906406349922,33.115721400895126,5.442017830944578,0.8247376142647557,23492.560282887018,0.0,0.0,0.6371312553491234,0.6576528849922362,0.0,0.6293052241244301,0.5,0.5,0.7312192002407554,0.7543919046006846,0.5,0.7209870970168905,0.906857766241583,0.9529398487755333,33.13707815202637,5.804142147898384,0.9817928751457698,25398.862855291976,0.0,0.0,0.6503204907994972,0.6399426237273417,0.0,0.6065683358146903,0.5,0.5,0.7627807245231916,0.7376895008087876,0.5,0.6920588345935372
../output/patients/privacy/Anonymized/0/0_1_1_3.json,0.24134546518325806,0.15021750330924988,0.15021750330924988,0.4645816385746002,0.24134546518325806,0.15021750330924988,0.15021750330924988,0.4645816385746002,1.0,0.0,0.0,0.7397584922694955,0.7397584922694955,0.7397584922694955,0.7397584922694955,0.7397584922694955,0.7397584922694955,1.0,1.0,0.253395026896889,0.8733024865515555,-7.417625292296542,0.5688230265032772,0.5736107153035053,0.5663721858079225,0.877741413685438,0.941052552383102,34.28486212993272,5.924218485498273,0.9720498062671632,25077.426513185117,0.0,0.0,0.660486138334714,0.6417026339448876,0.0,0.6230731544318684,0.5,0.5,0.754316668547568,0.7131625474927585,0.5,0.6908926757702291,0.7796712184478802,0.8871083022984614,29.404608659669588,4.9356980024827815,0.9460933679419178,20832.957348681415,0.0,0.0,0.678638227067334,0.6876367264966252,0.0,0.6681537000914276,0.5,0.5,0.799571154497235,0.792310875371478,0.5,0.7721852311627732,0.9072715645337246,0.9527141406161833,33.67230660571752,5.561646349139581,0.9817928751457698,24526.9113205169,0.0,0.0,0.6465607132064025,0.6548696451706447,0.0,0.6172879505174323,0.5,0.5,0.7564232780348343,0.75224767708686,0.5,0.7070684271903096
../output/patients/privacy/Anonymized/0/1_4_1_2.json,0.30983591079711914,0.27754101157188416,0.2713448107242584,0.4645816385746002,0.30985182523727417,0.27754101157188416,0.27754101157188416,0.4645816385746002,0.8,0.0,0.0,0.0,0.0,0.603957416393936,0.6037934668071654,0.8647631945228154,0.8647072105976216,1.0,1.0,0.0015799571154497235,0.9992100214422752,-5.465940420213399,0.6780849244799089,0.682530635508692,0.6751781134226276,0.8646503404431404,0.9275100628221044,38.28807847120325,7.33625625399693,0.9682503855847723,24941.33871271113,0.0,0.0,0.6259118329918237,0.5640647889292556,0.0,0.62034008993801,0.5,0.5,0.716548169883008,0.6095248843245683,0.5,0.6890117744423128,0.617311815822142,0.8432833013580108,31.70392935334614,5.581816198322232,0.923673024113155,20281.143746002264,0.0,0.0,0.6498460110668298,0.6479858654096557,0.0,0.6769487796154015,0.5,0.5,0.7523981491930933,0.74280555242072,0.5,0.7788812398901553,0.9066696761087913,0.9528269946958583,33.034778228054854,6.094509195193475,0.9817552571192115,22595.17836056452,0.0,0.0,0.6535586214112016,0.6231239088522745,0.0,0.6444596102940221,0.5,0.5,0.7669563254711658,0.7090245645713426,0.5,0.7410375051724787
../output/patients/privacy/Anonymized/0/0_3_1_0.json,0.46443748474121094,0.4645816385746002,0.03358585759997368,0.4645816385746002,0.46458157896995544,0.4645816385746002,0.4645816385746002,0.4645816385746002,0.8,0.00018809013279163375,0.0,0.0003761802655832675,0.0,0.0003761802655832675,0.0,0.0003761802655832675,0.0,1.0,1.0,0.00018809013279163375,0.9999059549336042,-15.2930718662351,0.7631043982141161,0.7662581932174408,0.7582217155884867,0.9072715645337246,0.9529398487755333,113.23281984727085,6.59627205356813,0.9817928751457698,25546.738517097394,0.0,0.0,0.09657462256501624,0.5788545518238625,0.0,0.6170800750819031,0.5,0.5,0.10536809238987323,0.6327728247376143,0.5,0.6994695858255275,0.9072339465071663,0.9529398487755333,41.887831922657284,6.219158860926128,0.9817928751457698,23315.284979121996,0.0,0.0,0.522603093707101,0.617768283001731,0.0,0.6305839120927207,0.5,0.5,0.5492984238046872,0.7077079336418012,0.5,0.7323101230109469,0.9062934958432081,0.952902230748975,35.31711551884526,6.707463102789468,0.9817928751457698,26314.59433359372,0.0,0.0,0.6338437838844784,0.586650415378495,0.0,0.5933899247147264,0.5,0.5,0.7436707670315615,0.6509799495918445,0.5,0.6723846067035323
../output/patients/privacy/Anonymized/0/1_0_0_2.json,0.462979793548584,0.4645816385746002,0.2692582309246063,0.4645816385746002,0.46458157896995544,0.4645816385746002,0.4645816385746002,0.4645816385746002,0.8,0.0,0.0,0.0,0.0,0.008200729789715231,0.0,0.008200729789715231,0.0,1.0,1.0,0.00018809013279163375,0.9999059549336042,-16.029798671739933,0.7697349672271302,0.7722998005129666,0.766828156169849,0.907083474400933,0.9529398487755333,112.48887070684286,6.5499115976376485,0.9816800210660949,25523.197306549297,0.0,0.0,0.10199999592309546,0.581907911779131,0.0,0.6175490207202754,0.5,0.5,0.11134935861264718,0.6366474814731219,0.5,0.6997329120114358,0.9068201482150247,0.9529398487755333,41.75370665462886,6.189156227664277,0.9816800210660949,23289.71632246173,0.0,0.0,0.5241715468460126,0.6196541326238377,0.0,0.6309155113046626,0.5,0.5,0.5516307414513034,0.7101907233946507,0.5,0.7328743934093217,0.906519204002558,0.95256366850995,35.16519606844818,6.760402733615057,0.9817928751457698,26354.97832118866,0.0,0.0,0.6361639997655489,0.5842673523183938,0.0,0.5932949254162379,0.5,0.5,0.7460783207312944,0.6500394989278863,0.5,0.6732874393409322
../output/patients/privacy/Anonymized/0/0_5_0_3.json,0.22627820074558258,0.22546865046024323,0.22546865046024323,0.4645816385746002,0.22546865046024323,0.22546865046024323,0.22546865046024323,0.22546865046024323,1.0,0.0,0.0,0.0,0.0,0.9966143776097506,1.0,0.9966143776097506,1.0,1.0,1.0,0.06771244780498815,0.9661437760975059,-16.681874842851144,0.6254583452075615,0.6306640068395555,0.6216585921915075,0.849640747846368,0.908249633224241,41.771127412255794,8.029327013504837,0.9431967798969266,28104.81680021066,0.0,0.0,0.5886378785018631,0.5260017244467491,0.0,0.5771090319187456,0.5,0.5,0.6789677613512395,0.5725463642177331,0.5,0.6414249708460295,0.5994056351803785,0.7990821201519769,33.6682023849828,6.205404205695317,0.8953090320881767,22250.74601060829,0.0,0.0,0.6350634203176926,0.6101526623268838,0.0,0.6467041892981528,0.5,0.5,0.7336267539404883,0.6833314524320054,0.5,0.741075123199037,0.9064815859759997,0.952902230748975,34.759174267073945,6.628567233349449,0.9817928751457698,24420.32250972889,0.0,0.0,0.6394002925942759,0.5922593128435429,0.0,0.6198615093499295,0.5,0.5,0.7502539216792687,0.6619267953203175,0.5,0.7089493285182259
../output/patients/privacy/Anonymized/0/1_0_1_4.json,0.32922691106796265,0.3201562166213989,0.3201562166213989,0.4645816385746002,0.3280715048313141,0.3201562166213989,0.3201562166213989,0.34369319677352905,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9915359440243765,1.0,1.0,1.0,0.0005642703983749013,0.9997178648008125,-4.49689607878161,0.6569392989455686,0.6579652322599031,0.6555143915645483,0.8492645675807847,0.9266824662378211,39.37808373772727,6.383075649851427,0.9622691193619982,29435.098559229584,0.0,0.0,0.6110455019489751,0.613110970433033,0.0,0.5638547734824293,0.5,0.5,0.6987924613474777,0.6825414738742805,0.5,0.6167475454237671,0.6961591994883949,0.8275213482300718,31.608825866154955,5.057983673776475,0.910431478764624,23218.974660497246,0.0,0.0,0.6521175804973086,0.6800997402618706,0.0,0.6317235216091845,0.5,0.5,0.7497272693074521,0.7839596734755295,0.5,0.7198209381935824,0.9070082383478163,0.952902230748975,33.05559543140206,5.492571663929138,0.9817928751457698,25498.07262150843,0.0,0.0,0.6519642155172269,0.658088921533926,0.0,0.6044563768622689,0.5,0.5,0.7633826129481247,0.7518714968212767,0.5,0.6905917315577624
../output/patients/privacy/Anonymized/0/0_2_2_3.json,0.2966259717941284,0.29202359914779663,0.29202359914779663,0.4645816385746002,0.292023628950119,0.29202359914779663,0.29202359914779663,0.29202359914779663,0.8,0.0,0.0,0.0,0.0,0.9733288191701464,1.0,0.9733288191701464,1.0,1.0,1.0,0.026219764511153744,0.9868901177444231,-4.855643617594886,0.6639308444951078,0.6691935024223425,0.6608720433171844,0.8522740097054509,0.9324004062746868,38.73777301282769,6.434657487868175,0.9646014370086146,27690.833577850506,0.0,0.0,0.6171167114496428,0.6126633807570578,0.0,0.5837056066693183,0.5,0.5,0.7080088778542678,0.6835195425647971,0.5,0.6423654215099875,0.6925102509122372,0.8253771207162472,32.772065831546485,5.103896475190924,0.8787194823759545,21832.19226573357,0.0,0.0,0.639352243548193,0.6769266929118659,0.0,0.6527910674369483,0.5,0.5,0.7288868825941391,0.777338900801264,0.5,0.7482601662716774,0.9070082383478163,0.952902230748975,33.76963292183199,5.600216201336215,0.9817928751457698,24461.421651734807,0.0,0.0,0.6488056045792923,0.6564646337783044,0.0,0.6239440848851087,0.5,0.5,0.7596208102922921,0.7504796298386187,0.5,0.7165105518564496
../output/patients/privacy/Anonymized/0/0_5_1_5.json,0.3099163770675659,0.30139029026031494,0.30139029026031494,0.4645816385746002,0.3098872900009155,0.30139029026031494,0.30139029026031494,0.3262837827205658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998119098672084,1.0,1.0,1.0,0.0017304292216830306,0.9991347853891586,-15.539875033272962,0.6214496057756246,0.6227985180963237,0.6188657737247079,0.9072715645337246,0.9529398487755333,54.2455336117068,6.78742429372158,0.9817928751457698,31311.99966143776,0.0,0.0,0.4958141303027725,0.5869406692102999,0.0,0.5068599364475678,0.5,0.5,0.5737501410675996,0.6600082759658429,0.5,0.5232291313997668,0.7673701237633074,0.6678704435165331,34.73586976639198,6.304510401384239,0.9817928751457698,23428.106887859747,0.0,0.0,0.6296459165903528,0.6143670248214337,0.0,0.6304545220343721,0.5,0.5,0.7043599292781101,0.7023661738705188,0.5,0.7315577624797803,0.9066696761087913,0.9529398487755333,35.056366313398485,6.62875573452044,0.9817552571192115,26083.444979071668,0.0,0.0,0.6371970799474778,0.5906626117263198,0.0,0.5972414039831131,0.5,0.5,0.7472444795546026,0.6582778467441598,0.5,0.6787796712184478
