path,nearest_neighbor_distance_mean,nearest_neighbor_distance_median,nearest_neighbor_distance_min,nearest_neighbor_distance_max,nearest_neighbor_distance_mean_1090percentile,nearest_neighbor_distance_median_1090percentile,nearest_neighbor_distance_min_1090percentile,nearest_neighbor_distance_max_1090percentile,relational_similarity,close_value_ratio_0.1,close_value_ratio_1090percentile_0.1,close_value_ratio_0.2,close_value_ratio_1090percentile_0.2,close_value_ratio_0.3,close_value_ratio_1090percentile_0.3,close_value_ratio_0.4,close_value_ratio_1090percentile_0.4,close_value_ratio_0.5,close_value_ratio_1090percentile_0.5,similarity_ratio,nearest_neighbor_accuracy,gmm_log_likelihood,detection_rate_xgb_mean,detection_rate_xgb_max,detection_rate_xgb_min,all_ml_aia__match_error__smoking_status,all_ml_aia__match_error__hypertension,all_ml_aia__match_error__stroke,all_ml_aia__match_error__age,all_ml_aia__match_error__bmi,all_ml_aia__match_error__Income,all_ml_aia__match_error__heart_disease,all_ml_aia__match_error__gender,all_ml_aia__match_error__avg_glucose_level,all_ml_aia__range_overlap__smoking_status,all_ml_aia__range_overlap__hypertension,all_ml_aia__range_overlap__stroke,all_ml_aia__range_overlap__age,all_ml_aia__range_overlap__bmi,all_ml_aia__range_overlap__Income,all_ml_aia__range_overlap__heart_disease,all_ml_aia__range_overlap__gender,all_ml_aia__range_overlap__avg_glucose_level,all_ml_aia__guess_in_range__smoking_status,all_ml_aia__guess_in_range__hypertension,all_ml_aia__guess_in_range__stroke,all_ml_aia__guess_in_range__age,all_ml_aia__guess_in_range__bmi,all_ml_aia__guess_in_range__Income,all_ml_aia__guess_in_range__heart_disease,all_ml_aia__guess_in_range__gender,all_ml_aia__guess_in_range__avg_glucose_level,generalization_aia__match_error_generalization__gender,generalization_aia__match_error_generalization__smoking_status,generalization_aia__match_error_generalization__age
../output/patients/privacy/Anonymized/0/1_2_0_1.json,0.2921384274959564,0.29383882880210876,0.16176727414131165,0.3054564297199249,0.2938474714756012,0.2938387989997864,0.29382947087287903,0.29392924904823303,0.8,0.0,0.0,0.01354198013842913,0.0,0.9989467348781221,1.0,1.0,1.0,1.0,1.0,0.017153174842010233,0.9913857945524366,-24.91264479922034,0.8217520821934463,0.8262812329016962,0.8169797556082437,0.5314474872103521,0.8967800180559735,0.9816430935901294,23.001174900498047,6.50063895714271,26395.19854223875,0.9483900090279868,0.26482094492928077,33.68274621144422,0.0,0.0,0.0,0.4985615952195639,0.5979063873368605,0.5934279434854427,0.0,0.0,0.6483844488112454,0.5302437556424917,0.5,0.5,0.5549202527836292,0.6707794161901895,0.6749924766777009,0.5,0.3333333333333167,0.7591032199819441,0.3333333333333167,0.33905105828065574,0.01008125188083016
../output/patients/privacy/Anonymized/0/1_3_2_4.json,0.2586718499660492,0.2579120099544525,0.2577816843986511,0.42067450284957886,0.25800979137420654,0.2579120099544525,0.25780606269836426,0.2589748799800873,0.8,0.0,0.0,0.0,0.0,0.9971411375263316,1.0,0.9984953355401746,1.0,1.0,1.0,0.050105326512187784,0.9747404375978352,-24.05681063908677,0.8086509818226032,0.8110523436075141,0.8072223235455043,0.29265723743605176,0.8990370147457117,0.9814926271441469,16.246266223694832,5.799465199590189,26151.882920647757,0.9482395425820042,0.3111646102919049,33.401544226899766,0.0,0.0,0.0,0.6395839685218775,0.6396402856338258,0.595997623991626,0.0,0.0,0.6482845483536939,0.2924315377670779,0.5,0.5,0.7344267228408065,0.7321697261510683,0.6784532049352995,0.5,0.3333333333333167,0.7613602166716822,0.3333333333333167,0.3333333333333167,0.021870297923562865
../output/patients/privacy/Anonymized/0/0_1_1_3.json,0.18780644237995148,0.1323138326406479,0.0950230285525322,0.3054564297199249,0.18594709038734436,0.1323138326406479,0.0967262014746666,0.2939487099647522,0.8888888888888888,0.2399939813421607,0.17494356659142213,0.5773397532350286,0.5966892400300978,0.9984953355401746,1.0,1.0,1.0,1.0,1.0,0.4843514896178152,0.7518806069948767,-24.13368434586272,0.7976472733904796,0.7985591829290535,0.7971001276673354,0.6471561841709299,0.898284682515799,0.9816430935901294,16.349631733542715,5.5586214917917784,24888.222014379833,0.9479386096900391,0.5929882636172134,33.523440205530704,0.0,0.0,0.0,0.628120898939768,0.6542486946075818,0.6141291329087846,0.0,0.0,0.6467750135138084,0.6467800180559735,0.5,0.5,0.7240445380680108,0.7530845621426422,0.6950045139933795,0.5,0.3333333333333167,0.7563948239542582,0.5752332229912798,0.6347427023773721,0.025106831176647366
../output/patients/privacy/Anonymized/0/1_4_1_2.json,0.21140407025814056,0.18710829317569733,0.17553506791591644,0.311412513256073,0.20542748272418976,0.18710829317569733,0.17612579464912415,0.29392045736312866,0.9166666666666666,0.0,0.0,0.6889858561540776,0.736267870579383,0.9981944026482095,1.0,1.0,1.0,1.0,1.0,0.1993680409268733,0.8960275245089141,-24.31464107314538,0.797008936713478,0.799653474375342,0.7938172533284699,0.6321095395726752,0.8976828167318688,0.9814926271441469,17.625525183421892,6.196402183427094,23307.81802233163,0.9479386096900391,0.4009930785434848,33.83145815775543,0.0,0.0,0.0,0.6070305073716018,0.6184210581688648,0.6384007126991301,0.0,0.0,0.64819169525846,0.6300030093289196,0.5,0.5,0.6977129100210653,0.7041829671983147,0.7365332530845622,0.5,0.3333333333333167,0.7601564851038218,0.3333333333333167,0.6179155381683241,0.016799578693952516
../output/patients/privacy/Anonymized/0/0_3_1_0.json,0.2938907742500305,0.29383885860443115,0.29382723569869995,0.3054564297199249,0.29384756088256836,0.29383882880210876,0.29382964968681335,0.2939302921295166,0.8,0.0,0.0,0.0,0.0,0.9990972013241047,1.0,1.0,1.0,1.0,1.0,0.01685224195004514,0.9915738790249775,-24.909313347952004,0.8321174539485683,0.8347619916104323,0.8270107605325552,0.39061089377068914,0.8988865482997291,0.9814926271441469,23.412293673458496,6.577877736816272,26697.183344172598,0.9482395425820042,0.24285284381582908,34.233860149974724,0.0,0.0,0.0,0.4914955363865824,0.5921615974227006,0.5874834901056802,0.0,0.0,0.643950064172021,0.37676798074029494,0.5,0.5,0.5419801384291303,0.6629551609990972,0.6700270839602769,0.5,0.3333333333333167,0.7550406259404153,0.3333333333333167,0.3333333333333167,0.009995486006620084
../output/patients/privacy/Anonymized/0/1_0_0_2.json,0.29357051849365234,0.29383882880210876,0.17046064138412476,0.3054564297199249,0.29384762048721313,0.29383882880210876,0.29382961988449097,0.2939314842224121,0.8,0.0,0.0,0.002708396027685826,0.0,0.9990972013241047,1.0,1.0,1.0,1.0,1.0,0.017002708396027685,0.9914986458019861,-24.890503336908473,0.832330232840902,0.8336677001641437,0.8300200620098486,0.43439662955161,0.8967800180559735,0.9814926271441469,23.081037519819724,6.4571595709115215,26312.19485382714,0.9471862774601264,0.27625639482395425,34.14390064027133,0.0,0.0,0.0,0.49648172447998623,0.6014761349894782,0.592719611847446,0.0,0.0,0.6426646206097346,0.4435750827565453,0.5,0.5,0.545741799578694,0.6745410773397532,0.6766476075835088,0.5,0.3333333333333167,0.7532350285886248,0.3333333333333167,0.3462232922058283,0.009993981342160257
../output/patients/privacy/Anonymized/0/0_5_0_3.json,0.15305878221988678,0.14376479387283325,0.1425998955965042,0.48308202624320984,0.1448105424642563,0.14376479387283325,0.14279833436012268,0.15535619854927063,0.96,0.0,0.0,0.952603069515498,1.0,0.9801384291303039,1.0,0.9978934697562444,1.0,1.0,1.0,0.5725248269635871,0.7102203010350029,-24.94732872441605,0.7953067055748069,0.796279409082619,0.7937260623746124,0.644146855251279,0.8984351489617816,0.9813421606981643,23.364001093411567,6.342035754143834,24386.2034581862,0.9477881432440566,0.5947938609690039,34.48835345192197,0.0,0.0,0.0,0.4929760649281274,0.6066569243585422,0.6198916374960461,0.0,0.0,0.6423059510832031,0.6395576286488113,0.5,0.5,0.5490520613903099,0.6743906108937707,0.7070418296719831,0.5,0.3333333333333167,0.7554920252783629,0.588474270237737,0.6434446785033605,0.009999999999999563
../output/patients/privacy/Anonymized/0/1_0_1_4.json,0.21871981024742126,0.20638656616210938,0.2024857997894287,0.4829097092151642,0.21129722893238068,0.20638656616210938,0.20282289385795593,0.23856447637081146,0.9166666666666666,0.0,0.0,0.0,0.0,0.9693048450195606,1.0,0.9975925368642793,1.0,1.0,1.0,0.08486307553415588,0.9537878505638102,-23.928573779304223,0.7883457960970272,0.7938172533284699,0.7838774393580157,0.6388805296418899,0.8972314173939212,0.9813421606981643,15.163873515133035,5.35511257425331,25797.947865507096,0.9467348781221787,0.40144447788143245,33.26092277490109,0.0,0.0,0.0,0.6626068719178251,0.6647214349044178,0.5986908373016696,0.0,0.0,0.6497417606814538,0.6391062293108637,0.5,0.5,0.7575985555221185,0.7628648811315076,0.6844718627746013,0.5,0.3333333333333167,0.7571471561841709,0.3333333333333167,0.6172885946433945,0.030794462834787827
../output/patients/privacy/Anonymized/0/0_2_2_3.json,0.19761453568935394,0.18656039237976074,0.18469353020191193,0.3355065584182739,0.18856871128082275,0.18656039237976074,0.18502295017242432,0.2190455198287964,0.8571428571428571,0.0,0.0,0.8591634065603371,0.9490218209179835,0.9945832079446284,1.0,1.0,1.0,1.0,1.0,0.32530845621426424,0.8331889799581729,-23.933351047932952,0.7956714693902364,0.7972825095750502,0.7941820171438994,0.2938609690039121,0.8988865482997291,0.9810412278061992,15.728528980602935,5.558126090385785,24685.929437495553,0.947637676798074,0.5949443274149865,33.5366075357212,0.0,0.0,0.0,0.650694762838705,0.6538596867519256,0.6165642973566299,0.0,0.0,0.6475805154600022,0.2972464640385194,0.5,0.5,0.7436051760457418,0.7539873608185375,0.7041829671983147,0.5,0.3333333333333167,0.7578994884140836,0.5911325107834288,0.3333333333333167,0.027542882937104104
../output/patients/privacy/Anonymized/0/0_5_1_5.json,0.1962357461452484,0.1907082498073578,0.1906159669160843,0.29933834075927734,0.19550107419490814,0.1907082498073578,0.19062528014183044,0.20650434494018555,0.96,0.0,0.0,0.6587421005115859,0.6984574868322047,1.0,1.0,1.0,1.0,1.0,1.0,0.27791152572976224,0.8610442371351188,-24.924879781731892,0.8011125296370598,0.8037570672989239,0.798467991975196,0.6387300631959073,0.8976828167318688,0.9813421606981643,23.156417315314055,6.515947999991528,26772.46162113783,0.9485404754739694,0.5890761360216672,34.15365978152567,0.0,0.0,0.0,0.49577891070228053,0.5958683368085518,0.5894166616501206,0.0,0.0,0.6417965727659062,0.6393319289798375,0.5,0.5,0.5475473969304845,0.6679205537165213,0.6730364128799278,0.5,0.3333333333333167,0.7470659043033403,0.5910321998194402,0.6232320192597051,0.009999999999999563
